"Subject","Feature","Activity","Mean"
4,"fBodyBodyGyroMag-std()","WALKING",-0.593933333333333
4,"fBodyBodyGyroJerkMag-mean()","WALKING",-0.7243
4,"fBodyBodyGyroJerkMag-std()","WALKING",-0.757766666666667
4,"tBodyAcc-mean()-X","WALKING_DOWNSTAIRS",0.279977777777778
4,"tBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",-0.00980088888888889
4,"tBodyAcc-mean()-Z","WALKING_DOWNSTAIRS",-0.106708888888889
4,"tBodyAcc-std()-X","WALKING_DOWNSTAIRS",0.0112124444444444
4,"tBodyAcc-std()-Y","WALKING_DOWNSTAIRS",-0.218549977777778
4,"tBodyAcc-std()-Z","WALKING_DOWNSTAIRS",-0.479044444444444
4,"tGravityAcc-mean()-X","WALKING_DOWNSTAIRS",0.9478
4,"tGravityAcc-mean()-Y","WALKING_DOWNSTAIRS",-0.0620753333333333
4,"tGravityAcc-mean()-Z","WALKING_DOWNSTAIRS",0.148711111111111
4,"tGravityAcc-std()-X","WALKING_DOWNSTAIRS",-0.955288888888889
4,"tGravityAcc-std()-Y","WALKING_DOWNSTAIRS",-0.932022222222222
4,"tGravityAcc-std()-Z","WALKING_DOWNSTAIRS",-0.937733333333333
4,"tBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",0.0971666666666667
4,"tBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",0.0056056
4,"tBodyAccJerk-mean()-Z","WALKING_DOWNSTAIRS",-0.00726044444444444
4,"tBodyAccJerk-std()-X","WALKING_DOWNSTAIRS",-0.145751511111111
4,"tBodyAccJerk-std()-Y","WALKING_DOWNSTAIRS",-0.146255777777778
4,"tBodyAccJerk-std()-Z","WALKING_DOWNSTAIRS",-0.6266
4,"tBodyGyro-mean()-X","WALKING_DOWNSTAIRS",-0.102842222222222
4,"tBodyGyro-mean()-Y","WALKING_DOWNSTAIRS",-0.0703973333333333
4,"tBodyGyro-mean()-Z","WALKING_DOWNSTAIRS",0.0592633333333333
4,"tBodyGyro-std()-X","WALKING_DOWNSTAIRS",-0.370253333333333
4,"tBodyGyro-std()-Y","WALKING_DOWNSTAIRS",-0.699466666666667
4,"tBodyGyro-std()-Z","WALKING_DOWNSTAIRS",-0.498466666666667
4,"tBodyGyroJerk-mean()-X","WALKING_DOWNSTAIRS",-0.092114
4,"tBodyGyroJerk-mean()-Y","WALKING_DOWNSTAIRS",-0.0348515555555556
4,"tBodyGyroJerk-mean()-Z","WALKING_DOWNSTAIRS",-0.0493164444444444
4,"tBodyGyroJerk-std()-X","WALKING_DOWNSTAIRS",-0.395977777777778
4,"tBodyGyroJerk-std()-Y","WALKING_DOWNSTAIRS",-0.8168
4,"tBodyGyroJerk-std()-Z","WALKING_DOWNSTAIRS",-0.325737777777778
4,"tBodyAccMag-mean()","WALKING_DOWNSTAIRS",-0.0491722222222222
4,"tBodyAccMag-std()","WALKING_DOWNSTAIRS",-0.0819355555555556
4,"tGravityAccMag-mean()","WALKING_DOWNSTAIRS",-0.0491722222222222
4,"tGravityAccMag-std()","WALKING_DOWNSTAIRS",-0.0819355555555556
4,"tBodyAccJerkMag-mean()","WALKING_DOWNSTAIRS",-0.228867822222222
4,"tBodyAccJerkMag-std()","WALKING_DOWNSTAIRS",-0.21684
4,"tBodyGyroMag-mean()","WALKING_DOWNSTAIRS",-0.346606666666667
4,"tBodyGyroMag-std()","WALKING_DOWNSTAIRS",-0.380522222222222
4,"tBodyGyroJerkMag-mean()","WALKING_DOWNSTAIRS",-0.5928
4,"tBodyGyroJerkMag-std()","WALKING_DOWNSTAIRS",-0.637088888888889
4,"fBodyAcc-mean()-X","WALKING_DOWNSTAIRS",-0.0722193333333333
4,"fBodyAcc-mean()-Y","WALKING_DOWNSTAIRS",-0.129588888888889
4,"fBodyAcc-mean()-Z","WALKING_DOWNSTAIRS",-0.494733333333333
4,"fBodyAcc-std()-X","WALKING_DOWNSTAIRS",0.0390306666666667
4,"fBodyAcc-std()-Y","WALKING_DOWNSTAIRS",-0.322545777777778
4,"fBodyAcc-std()-Z","WALKING_DOWNSTAIRS",-0.512688888888889
4,"fBodyAccJerk-mean()-X","WALKING_DOWNSTAIRS",-0.1616486
4,"fBodyAccJerk-mean()-Y","WALKING_DOWNSTAIRS",-0.172900888888889
4,"fBodyAccJerk-mean()-Z","WALKING_DOWNSTAIRS",-0.583977777777778
4,"fBodyAccJerk-std()-X","WALKING_DOWNSTAIRS",-0.208223111111111
4,"fBodyAccJerk-std()-Y","WALKING_DOWNSTAIRS",-0.177265111111111
4,"fBodyAccJerk-std()-Z","WALKING_DOWNSTAIRS",-0.668844444444444
4,"fBodyGyro-mean()-X","WALKING_DOWNSTAIRS",-0.240263777777778
4,"fBodyGyro-mean()-Y","WALKING_DOWNSTAIRS",-0.717555555555556
4,"fBodyGyro-mean()-Z","WALKING_DOWNSTAIRS",-0.318288888888889
4,"fBodyGyro-std()-X","WALKING_DOWNSTAIRS",-0.414897777777778
4,"fBodyGyro-std()-Y","WALKING_DOWNSTAIRS",-0.691555555555556
4,"fBodyGyro-std()-Z","WALKING_DOWNSTAIRS",-0.621688888888889
4,"fBodyAccMag-mean()","WALKING_DOWNSTAIRS",-0.0190773333333333
4,"fBodyAccMag-std()","WALKING_DOWNSTAIRS",-0.263697777777778
4,"fBodyBodyAccJerkMag-mean()","WALKING_DOWNSTAIRS",-0.175225555555556
4,"fBodyBodyAccJerkMag-std()","WALKING_DOWNSTAIRS",-0.280444444444444
4,"fBodyBodyGyroMag-mean()","WALKING_DOWNSTAIRS",-0.429311111111111
4,"fBodyBodyGyroMag-std()","WALKING_DOWNSTAIRS",-0.457622222222222
4,"fBodyBodyGyroJerkMag-mean()","WALKING_DOWNSTAIRS",-0.621733333333333
4,"fBodyBodyGyroJerkMag-std()","WALKING_DOWNSTAIRS",-0.685488888888889
4,"tBodyAcc-mean()-X","WALKING_UPSTAIRS",0.270884615384615
4,"tBodyAcc-mean()-Y","WALKING_UPSTAIRS",-0.0319820134615385
4,"tBodyAcc-mean()-Z","WALKING_UPSTAIRS",-0.114192307692308
4,"tBodyAcc-std()-X","WALKING_UPSTAIRS",-0.204923076923077
4,"tBodyAcc-std()-Y","WALKING_UPSTAIRS",-0.0666693269230769
4,"tBodyAcc-std()-Z","WALKING_UPSTAIRS",-0.372134615384615
4,"tGravityAcc-mean()-X","WALKING_UPSTAIRS",0.946269230769231
4,"tGravityAcc-mean()-Y","WALKING_UPSTAIRS",-0.233
4,"tGravityAcc-mean()-Z","WALKING_UPSTAIRS",0.08415
4,"tGravityAcc-std()-X","WALKING_UPSTAIRS",-0.958480769230769
4,"tGravityAcc-std()-Y","WALKING_UPSTAIRS",-0.923307692307692
4,"tGravityAcc-std()-Z","WALKING_UPSTAIRS",-0.919576923076923
4,"tBodyAccJerk-mean()-X","WALKING_UPSTAIRS",0.0560944230769231
4,"tBodyAccJerk-mean()-Y","WALKING_UPSTAIRS",0.0234059615384615
4,"tBodyAccJerk-mean()-Z","WALKING_UPSTAIRS",0.00343557692307692
4,"tBodyAccJerk-std()-X","WALKING_UPSTAIRS",-0.380442307692308
4,"tBodyAccJerk-std()-Y","WALKING_UPSTAIRS",-0.281534615384615
4,"tBodyAccJerk-std()-Z","WALKING_UPSTAIRS",-0.726519230769231
4,"tBodyGyro-mean()-X","WALKING_UPSTAIRS",0.0394130769230769
4,"tBodyGyro-mean()-Y","WALKING_UPSTAIRS",-0.0859575
4,"tBodyGyro-mean()-Z","WALKING_UPSTAIRS",0.0844182692307692
4,"tBodyGyro-std()-X","WALKING_UPSTAIRS",-0.454384615384615
4,"tBodyGyro-std()-Y","WALKING_UPSTAIRS",-0.551173076923077
4,"tBodyGyro-std()-Z","WALKING_UPSTAIRS",-0.360846153846154
4,"tBodyGyroJerk-mean()-X","WALKING_UPSTAIRS",-0.131431923076923
4,"tBodyGyroJerk-mean()-Y","WALKING_UPSTAIRS",-0.0390388461538462
4,"tBodyGyroJerk-mean()-Z","WALKING_UPSTAIRS",-0.0722628846153846
4,"tBodyGyroJerk-std()-X","WALKING_UPSTAIRS",-0.533634615384615
4,"tBodyGyroJerk-std()-Y","WALKING_UPSTAIRS",-0.840711538461538
4,"tBodyGyroJerk-std()-Z","WALKING_UPSTAIRS",-0.556192307692308
4,"tBodyAccMag-mean()","WALKING_UPSTAIRS",-0.153735576923077
4,"tBodyAccMag-std()","WALKING_UPSTAIRS",-0.211969230769231
4,"tGravityAccMag-mean()","WALKING_UPSTAIRS",-0.153735576923077
4,"tGravityAccMag-std()","WALKING_UPSTAIRS",-0.211969230769231
4,"tBodyAccJerkMag-mean()","WALKING_UPSTAIRS",-0.401019230769231
4,"tBodyAccJerkMag-std()","WALKING_UPSTAIRS",-0.437230769230769
4,"tBodyGyroMag-mean()","WALKING_UPSTAIRS",-0.299788461538462
4,"tBodyGyroMag-std()","WALKING_UPSTAIRS",-0.511076923076923
4,"tBodyGyroJerkMag-mean()","WALKING_UPSTAIRS",-0.686980769230769
4,"tBodyGyroJerkMag-std()","WALKING_UPSTAIRS",-0.75525
4,"fBodyAcc-mean()-X","WALKING_UPSTAIRS",-0.294448076923077
4,"fBodyAcc-mean()-Y","WALKING_UPSTAIRS",-0.117080961538462
4,"fBodyAcc-mean()-Z","WALKING_UPSTAIRS",-0.524673076923077
4,"fBodyAcc-std()-X","WALKING_UPSTAIRS",-0.173248038461538
4,"fBodyAcc-std()-Y","WALKING_UPSTAIRS",-0.101406730769231
4,"fBodyAcc-std()-Z","WALKING_UPSTAIRS",-0.345153846153846
4,"fBodyAccJerk-mean()-X","WALKING_UPSTAIRS",-0.418346153846154
4,"fBodyAccJerk-mean()-Y","WALKING_UPSTAIRS",-0.297789480769231
4,"fBodyAccJerk-mean()-Z","WALKING_UPSTAIRS",-0.690057692307692
4,"fBodyAccJerk-std()-X","WALKING_UPSTAIRS",-0.396788461538462
4,"fBodyAccJerk-std()-Y","WALKING_UPSTAIRS",-0.3145
4,"fBodyAccJerk-std()-Z","WALKING_UPSTAIRS",-0.762788461538462
4,"fBodyGyro-mean()-X","WALKING_UPSTAIRS",-0.371076923076923
4,"fBodyGyro-mean()-Y","WALKING_UPSTAIRS",-0.684326923076923
4,"fBodyGyro-mean()-Z","WALKING_UPSTAIRS",-0.350788461538462
4,"fBodyGyro-std()-X","WALKING_UPSTAIRS",-0.483557692307692
4,"fBodyGyro-std()-Y","WALKING_UPSTAIRS",-0.48975
4,"fBodyGyro-std()-Z","WALKING_UPSTAIRS",-0.4245
4,"fBodyAccMag-mean()","WALKING_UPSTAIRS",-0.276778846153846
4,"fBodyAccMag-std()","WALKING_UPSTAIRS",-0.301057692307692
4,"fBodyBodyAccJerkMag-mean()","WALKING_UPSTAIRS",-0.397423076923077
4,"fBodyBodyAccJerkMag-std()","WALKING_UPSTAIRS",-0.497230769230769
4,"fBodyBodyGyroMag-mean()","WALKING_UPSTAIRS",-0.575769230769231
4,"fBodyBodyGyroMag-std()","WALKING_UPSTAIRS",-0.5525
4,"fBodyBodyGyroJerkMag-mean()","WALKING_UPSTAIRS",-0.740788461538462
4,"fBodyBodyGyroJerkMag-std()","WALKING_UPSTAIRS",-0.794173076923077
5,"tBodyAcc-mean()-X","LAYING",0.278334325576923
5,"tBodyAcc-mean()-Y","LAYING",-0.0183042123269231
5,"tBodyAcc-mean()-Z","LAYING",-0.107937603673077
5,"tBodyAcc-std()-X","LAYING",-0.965934509615385
5,"tBodyAcc-std()-Y","LAYING",-0.969295613269231
5,"tBodyAcc-std()-Z","LAYING",-0.968562516346154
5,"tGravityAcc-mean()-X","LAYING",-0.483470597692308
5,"tGravityAcc-mean()-Y","LAYING",0.954890346153846
5,"tGravityAcc-mean()-Z","LAYING",0.263644691923077
5,"tGravityAcc-std()-X","LAYING",-0.945695336153846
5,"tGravityAcc-std()-Y","LAYING",-0.985964053846154
5,"tGravityAcc-std()-Z","LAYING",-0.977076645
5,"tBodyAccJerk-mean()-X","LAYING",0.0848164824230769
5,"tBodyAccJerk-mean()-Y","LAYING",0.00747460829615385
5,"tBodyAccJerk-mean()-Z","LAYING",-0.00304067159653846
5,"tBodyAccJerk-std()-X","LAYING",-0.983307862115385
5,"tBodyAccJerk-std()-Y","LAYING",-0.964560430961538
5,"tBodyAccJerk-std()-Z","LAYING",-0.985419368461538
5,"tBodyGyro-mean()-X","LAYING",-0.0218935013501923
5,"tBodyGyro-mean()-Y","LAYING",-0.0798709596153846
5,"tBodyGyro-mean()-Z","LAYING",0.159894366942308
5,"tBodyGyro-std()-X","LAYING",-0.979498706538461
5,"tBodyGyro-std()-Y","LAYING",-0.977427370576923
5,"tBodyGyro-std()-Z","LAYING",-0.960583776923077
5,"tBodyGyroJerk-mean()-X","LAYING",-0.102114125
5,"tBodyGyroJerk-mean()-Y","LAYING",-0.0404446925288462
5,"tBodyGyroJerk-mean()-Z","LAYING",-0.07083096875
5,"tBodyGyroJerk-std()-X","LAYING",-0.983422257692308
5,"tBodyGyroJerk-std()-Y","LAYING",-0.983759479230769
5,"tBodyGyroJerk-std()-Z","LAYING",-0.989679592307692
5,"tBodyAccMag-mean()","LAYING",-0.966777882884615
5,"tBodyAccMag-std()","LAYING",-0.958612786346154
5,"tGravityAccMag-mean()","LAYING",-0.966777882884615
5,"tGravityAccMag-std()","LAYING",-0.958612786346154
5,"tBodyAccJerkMag-mean()","LAYING",-0.980141253846154
5,"tBodyAccJerkMag-std()","LAYING",-0.977477145384615
5,"tBodyGyroMag-mean()","LAYING",-0.946938300576923
5,"tBodyGyroMag-std()","LAYING",-0.958287921923077
5,"tBodyGyroJerkMag-mean()","LAYING",-0.9864194225
5,"tBodyGyroJerkMag-std()","LAYING",-0.98377138
5,"fBodyAcc-mean()-X","LAYING",-0.968741678461538
5,"fBodyAcc-mean()-Y","LAYING",-0.965419520961538
5,"fBodyAcc-mean()-Z","LAYING",-0.977007724615385
5,"fBodyAcc-std()-X","LAYING",-0.964953893653846
5,"fBodyAcc-std()-Y","LAYING",-0.972909186730769
5,"fBodyAcc-std()-Z","LAYING",-0.965882191153846
5,"fBodyAccJerk-mean()-X","LAYING",-0.982689657115385
5,"fBodyAccJerk-mean()-Y","LAYING",-0.965328566153846
5,"fBodyAccJerk-mean()-Z","LAYING",-0.983250309423077
5,"fBodyAccJerk-std()-X","LAYING",-0.985625270384615
5,"fBodyAccJerk-std()-Y","LAYING",-0.96624258
5,"fBodyAccJerk-std()-Z","LAYING",-0.986135599038461
5,"fBodyGyro-mean()-X","LAYING",-0.975797491730769
5,"fBodyGyro-mean()-Y","LAYING",-0.978249645769231
5,"fBodyGyro-mean()-Z","LAYING",-0.963202948461538
5,"fBodyGyro-std()-X","LAYING",-0.980705769807692
5,"fBodyGyro-std()-Y","LAYING",-0.977257800961538
5,"fBodyGyro-std()-Z","LAYING",-0.963305738076923
5,"fBodyAccMag-mean()","LAYING",-0.962234984038462
5,"fBodyAccMag-std()","LAYING",-0.962525369423077
5,"fBodyBodyAccJerkMag-mean()","LAYING",-0.977356379807692
5,"fBodyBodyAccJerkMag-std()","LAYING",-0.976381934807692
5,"fBodyBodyGyroMag-mean()","LAYING",-0.968257068846154
5,"fBodyBodyGyroMag-std()","LAYING",-0.959263063269231
5,"fBodyBodyGyroJerkMag-mean()","LAYING",-0.984618025769231
5,"fBodyBodyGyroJerkMag-std()","LAYING",-0.983434493076923
5,"tBodyAcc-mean()-X","SITTING",0.273694139545455
5,"tBodyAcc-mean()-Y","SITTING",-0.00990083527045455
5,"tBodyAcc-mean()-Z","SITTING",-0.108540300265909
5,"tBodyAcc-std()-X","SITTING",-0.980945022045455
5,"tBodyAcc-std()-Y","SITTING",-0.904335121022727
5,"tBodyAcc-std()-Z","SITTING",-0.926094740227273
5,"tGravityAcc-mean()-X","SITTING",0.880731443863636
5,"tGravityAcc-mean()-Y","SITTING",0.168445524
5,"tGravityAcc-mean()-Z","SITTING",0.143006857611364
5,"tGravityAcc-std()-X","SITTING",-0.983137541590909
5,"tGravityAcc-std()-Y","SITTING",-0.939942979795454
5,"tGravityAcc-std()-Z","SITTING",-0.945008999545455
5,"tBodyAccJerk-mean()-X","SITTING",0.0749577410909091
5,"tBodyAccJerk-mean()-Y","SITTING",-0.00278773346136363
5,"tBodyAccJerk-mean()-Z","SITTING",0.00338609594827273
5,"tBodyAccJerk-std()-X","SITTING",-0.975204850227273
5,"tBodyAccJerk-std()-Y","SITTING",-0.952786261136364
5,"tBodyAccJerk-std()-Z","SITTING",-0.973436529545455
5,"tBodyGyro-mean()-X","SITTING",-0.0422355209795455
5,"tBodyGyro-mean()-Y","SITTING",-0.0835484079545455
5,"tBodyGyro-mean()-Z","SITTING",0.0823934451590909
5,"tBodyGyro-std()-X","SITTING",-0.966225485
5,"tBodyGyro-std()-Y","SITTING",-0.950064068181818
5,"tBodyGyro-std()-Z","SITTING",-0.940637937045455
5,"tBodyGyroJerk-mean()-X","SITTING",-0.0889747665681818
5,"tBodyGyroJerk-mean()-Y","SITTING",-0.0454702982386364
5,"tBodyGyroJerk-mean()-Z","SITTING",-0.0487714733568182
5,"tBodyGyroJerk-std()-X","SITTING",-0.966037012045455
5,"tBodyGyroJerk-std()-Y","SITTING",-0.975433911363636
5,"tBodyGyroJerk-std()-Z","SITTING",-0.964878512727273
5,"tBodyAccMag-mean()","SITTING",-0.9379783225
5,"tBodyAccMag-std()","SITTING",-0.920939027727273
5,"tGravityAccMag-mean()","SITTING",-0.9379783225
5,"tGravityAccMag-std()","SITTING",-0.920939027727273
5,"tBodyAccJerkMag-mean()","SITTING",-0.969320155681818
5,"tBodyAccJerkMag-std()","SITTING",-0.965757731590909
5,"tBodyGyroMag-mean()","SITTING",-0.934301646590909
5,"tBodyGyroMag-std()","SITTING",-0.931414810454545
5,"tBodyGyroJerkMag-mean()","SITTING",-0.973848287045455
5,"tBodyGyroJerkMag-std()","SITTING",-0.970392610454546
5,"fBodyAcc-mean()-X","SITTING",-0.977450812045455
5,"fBodyAcc-mean()-Y","SITTING",-0.921434735681818
5,"fBodyAcc-mean()-Z","SITTING",-0.946064216818182
5,"fBodyAcc-std()-X","SITTING",-0.9825908425
5,"fBodyAcc-std()-Y","SITTING",-0.9022915301
5,"fBodyAcc-std()-Z","SITTING",-0.92184351
5,"fBodyAccJerk-mean()-X","SITTING",-0.976024951136364
5,"fBodyAccJerk-mean()-Y","SITTING",-0.954237489772727
5,"fBodyAccJerk-mean()-Z","SITTING",-0.969501330681818
5,"fBodyAccJerk-std()-X","SITTING",-0.976530547272727
5,"fBodyAccJerk-std()-Y","SITTING",-0.954464442045455
5,"fBodyAccJerk-std()-Z","SITTING",-0.97602233
5,"fBodyGyro-mean()-X","SITTING",-0.957117251818182
5,"fBodyGyro-mean()-Y","SITTING",-0.955460359318182
5,"fBodyGyro-mean()-Z","SITTING",-0.938003425909091
5,"fBodyGyro-std()-X","SITTING",-0.969390369318182
5,"fBodyGyro-std()-Y","SITTING",-0.947571471590909
5,"fBodyGyro-std()-Z","SITTING",-0.947346476590909
5,"fBodyAccMag-mean()","SITTING",-0.936290604545455
5,"fBodyAccMag-std()","SITTING",-0.925669291136364
5,"fBodyBodyAccJerkMag-mean()","SITTING",-0.964440302272727
5,"fBodyBodyAccJerkMag-std()","SITTING",-0.966545323409091
5,"fBodyBodyGyroMag-mean()","SITTING",-0.944760322045455
5,"fBodyBodyGyroMag-std()","SITTING",-0.934746865454545
5,"fBodyBodyGyroJerkMag-mean()","SITTING",-0.971598370227273
5,"fBodyBodyGyroJerkMag-std()","SITTING",-0.970675403409091
5,"tBodyAcc-mean()-X","STANDING",0.282544390892857
5,"tBodyAcc-mean()-Y","STANDING",-0.00700418554517857
5,"tBodyAcc-mean()-Z","STANDING",-0.102171095696429
5,"tBodyAcc-std()-X","STANDING",-0.968591815714286
5,"tBodyAcc-std()-Y","STANDING",-0.869439913392857
5,"tBodyAcc-std()-Z","STANDING",-0.869327321785714
5,"tGravityAcc-mean()-X","STANDING",0.960188699107143
5,"tGravityAcc-mean()-Y","STANDING",-0.03871012665
5,"tGravityAcc-mean()-Z","STANDING",0.138638436607143
5,"tGravityAcc-std()-X","STANDING",-0.974088206071429
5,"tGravityAcc-std()-Y","STANDING",-0.931973943392857
5,"tGravityAcc-std()-Z","STANDING",-0.914608495714286
5,"tBodyAccJerk-mean()-X","STANDING",0.0725189859107143
5,"tBodyAccJerk-mean()-Y","STANDING",-0.00221990214464286
5,"tBodyAccJerk-mean()-Z","STANDING",-0.0122812220569643
5,"tBodyAccJerk-std()-X","STANDING",-0.962647080178571
5,"tBodyAccJerk-std()-Y","STANDING",-0.931217140714286
5,"tBodyAccJerk-std()-Z","STANDING",-0.963832118928571
5,"tBodyGyro-mean()-X","STANDING",-0.0322711902673214
5,"tBodyGyro-mean()-Y","STANDING",-0.050987505
5,"tBodyGyro-mean()-Z","STANDING",0.0690945763946429
5,"tBodyGyro-std()-X","STANDING",-0.910395222321429
5,"tBodyGyro-std()-Y","STANDING",-0.933738104107143
5,"tBodyGyro-std()-Z","STANDING",-0.907471555714286
5,"tBodyGyroJerk-mean()-X","STANDING",-0.0922249863035714
5,"tBodyGyroJerk-mean()-Y","STANDING",-0.0399108188821429
5,"tBodyGyroJerk-mean()-Z","STANDING",-0.0422221341625
5,"tBodyGyroJerk-std()-X","STANDING",-0.941930044107143
5,"tBodyGyroJerk-std()-Y","STANDING",-0.961177741607143
5,"tBodyGyroJerk-std()-Z","STANDING",-0.944755343035714
5,"tBodyAccMag-mean()","STANDING",-0.906104701071429
5,"tBodyAccMag-std()","STANDING",-0.87977380125
5,"tGravityAccMag-mean()","STANDING",-0.906104701071429
5,"tGravityAccMag-std()","STANDING",-0.87977380125
5,"tBodyAccJerkMag-mean()","STANDING",-0.956863566071429
5,"tBodyAccJerkMag-std()","STANDING",-0.942962047678571
5,"tBodyGyroMag-mean()","STANDING",-0.900671630714286
5,"tBodyGyroMag-std()","STANDING",-0.867041711785714
5,"tBodyGyroJerkMag-mean()","STANDING",-0.958405900892857
5,"tBodyGyroJerkMag-std()","STANDING",-0.947970723571429
5,"fBodyAcc-mean()-X","STANDING",-0.964500917321429
5,"fBodyAcc-mean()-Y","STANDING",-0.890796360535714
5,"fBodyAcc-mean()-Z","STANDING",-0.915083799107143
5,"fBodyAcc-std()-X","STANDING",-0.97066840875
5,"fBodyAcc-std()-Y","STANDING",-0.867933178017857
5,"fBodyAcc-std()-Z","STANDING",-0.858231387857143
5,"fBodyAccJerk-mean()-X","STANDING",-0.963059235178571
5,"fBodyAccJerk-mean()-Y","STANDING",-0.93137020875
5,"fBodyAccJerk-mean()-Z","STANDING",-0.958438726607143
5,"fBodyAccJerk-std()-X","STANDING",-0.965778920714286
5,"fBodyAccJerk-std()-Y","STANDING",-0.936202600714286
5,"fBodyAccJerk-std()-Z","STANDING",-0.96807230125
5,"fBodyGyro-mean()-X","STANDING",-0.909661802321429
5,"fBodyGyro-mean()-Y","STANDING",-0.939373524464286
5,"fBodyGyro-mean()-Z","STANDING",-0.907190836607143
5,"fBodyGyro-std()-X","STANDING",-0.912780915714286
5,"fBodyGyro-std()-Y","STANDING",-0.931857811428571
5,"fBodyGyro-std()-Z","STANDING",-0.91678935625
5,"fBodyAccMag-mean()","STANDING",-0.9046413925
5,"fBodyAccMag-std()","STANDING",-0.886745170714286
5,"fBodyBodyAccJerkMag-mean()","STANDING",-0.941825903035714
5,"fBodyBodyAccJerkMag-std()","STANDING",-0.943601960178571
5,"fBodyBodyGyroMag-mean()","STANDING",-0.904543921607143
5,"fBodyBodyGyroMag-std()","STANDING",-0.868913993928571
5,"fBodyBodyGyroJerkMag-mean()","STANDING",-0.952286438035714
5,"fBodyBodyGyroJerkMag-std()","STANDING",-0.946196462857143
5,"tBodyAcc-mean()-X","WALKING",0.27784234625
5,"tBodyAcc-mean()-Y","WALKING",-0.0172850317482679
5,"tBodyAcc-mean()-Z","WALKING",-0.107741776464286
5,"tBodyAcc-std()-X","WALKING",-0.294098534232143
5,"tBodyAcc-std()-Y","WALKING",0.0767484028053571
5,"tBodyAcc-std()-Z","WALKING",-0.45702143625
5,"tGravityAcc-mean()-X","WALKING",0.972624959821429
5,"tGravityAcc-mean()-Y","WALKING",-0.100440285303571
5,"tGravityAcc-mean()-Z","WALKING",0.00247623628392857
5,"tGravityAcc-std()-X","WALKING",-0.979348381428571
5,"tGravityAcc-std()-Y","WALKING",-0.961585474821429
5,"tGravityAcc-std()-Z","WALKING",-0.964580803928571
5,"tBodyAccJerk-mean()-X","WALKING",0.0845888833571429
5,"tBodyAccJerk-mean()-Y","WALKING",-0.0163194101232143
5,"tBodyAccJerk-mean()-Z","WALKING",8.32159351785732e-05
5,"tBodyAccJerk-std()-X","WALKING",-0.302891024625
5,"tBodyAccJerk-std()-Y","WALKING",-0.0910397428607143
5,"tBodyAccJerk-std()-Z","WALKING",-0.612895318571429
5,"tBodyGyro-mean()-X","WALKING",-0.0488919896632143
5,"tBodyGyro-mean()-Y","WALKING",-0.0690135249642857
5,"tBodyGyro-mean()-Z","WALKING",0.0815435495892857
5,"tBodyGyro-std()-X","WALKING",-0.490877497857143
5,"tBodyGyro-std()-Y","WALKING",-0.504622029821429
5,"tBodyGyro-std()-Z","WALKING",-0.318700615178571
5,"tBodyGyroJerk-mean()-X","WALKING",-0.0888408355267857
5,"tBodyGyroJerk-mean()-Y","WALKING",-0.0449559531089286
5,"tBodyGyroJerk-mean()-Z","WALKING",-0.0482679596035714
5,"tBodyGyroJerk-std()-X","WALKING",-0.357681403285714
5,"tBodyGyroJerk-std()-Y","WALKING",-0.57143812375
5,"tBodyGyroJerk-std()-Z","WALKING",-0.157682543983929
5,"tBodyAccMag-mean()","WALKING",-0.158338674394643
5,"tBodyAccMag-std()","WALKING",-0.377178733392857
5,"tGravityAccMag-mean()","WALKING",-0.158338674394643
5,"tGravityAccMag-std()","WALKING",-0.377178733392857
5,"tBodyAccJerkMag-mean()","WALKING",-0.288333024071429
5,"tBodyAccJerkMag-std()","WALKING",-0.282242276785714
5,"tBodyGyroMag-mean()","WALKING",-0.355933083571429
5,"tBodyGyroMag-std()","WALKING",-0.492176823571429
5,"tBodyGyroJerkMag-mean()","WALKING",-0.444532485357143
5,"tBodyGyroJerkMag-std()","WALKING",-0.48919974625
5,"fBodyAcc-mean()-X","WALKING",-0.287782607410714
5,"fBodyAcc-mean()-Y","WALKING",0.00946037755178572
5,"fBodyAcc-mean()-Z","WALKING",-0.490251090714286
5,"fBodyAcc-std()-X","WALKING",-0.297517355196429
5,"fBodyAcc-std()-Y","WALKING",0.0426026830839286
5,"fBodyAcc-std()-Z","WALKING",-0.483059957321429
5,"fBodyAccJerk-mean()-X","WALKING",-0.344954806428571
5,"fBodyAccJerk-mean()-Y","WALKING",-0.181055554206071
5,"fBodyAccJerk-mean()-Z","WALKING",-0.590496615535714
5,"fBodyAccJerk-std()-X","WALKING",-0.3213903195
5,"fBodyAccJerk-std()-Y","WALKING",-0.0545213604089286
5,"fBodyAccJerk-std()-Z","WALKING",-0.633429995714286
5,"fBodyGyro-mean()-X","WALKING",-0.372668749642857
5,"fBodyGyro-mean()-Y","WALKING",-0.513951718392857
5,"fBodyGyro-mean()-Z","WALKING",-0.213127031035714
5,"fBodyGyro-std()-X","WALKING",-0.529392790178571
5,"fBodyGyro-std()-Y","WALKING",-0.502683380535714
5,"fBodyGyro-std()-Z","WALKING",-0.420367075178571
5,"fBodyAccMag-mean()","WALKING",-0.304992488892857
5,"fBodyAccMag-std()","WALKING",-0.519636926071429
5,"fBodyBodyAccJerkMag-mean()","WALKING",-0.269481661080357
5,"fBodyBodyAccJerkMag-std()","WALKING",-0.305685376071429
5,"fBodyBodyGyroMag-mean()","WALKING",-0.484262828928571
